Sample,Label,Acute_myeloid_leukemia,Adipocytokine_signaling_pathway,Adrenergic_signaling_in_cardiomyocytes,African_trypanosomiasis,AGE-RAGE_signaling_pathway_in_diabetic_complications,Alcoholism,Aldosterone_synthesis_and_secretion,Aldosterone-regulated_sodium_reabsorption,Allograft_rejection,Alzheimer_disease,Amoebiasis,Amphetamine_addiction,Amyotrophic_lateral_sclerosis_(ALS),Antifolate_resistance,Antigen_processing_and_presentation,Arrhythmogenic_right_ventricular_cardiomyopathy_(ARVC),Asthma,Autoimmune_thyroid_disease,Axon_guidance,B_cell_receptor_signaling_pathway,Bacterial_invasion_of_epithelial_cells,Basal_cell_carcinoma,Bile_secretion,Bladder_cancer,Breast_cancer,C-type_lectin_receptor_signaling_pathway,Carbohydrate_digestion_and_absorption,Cardiac_muscle_contraction,Central_carbon_metabolism_in_cancer,Chagas_disease_(American_trypanosomiasis),Chemical_carcinogenesis,Chemokine_signaling_pathway,Cholesterol_metabolism,Choline_metabolism_in_cancer,Cholinergic_synapse,Chronic_myeloid_leukemia,Circadian_entrainment,Circadian_rhythm,Cocaine_addiction,Collecting_duct_acid_secretion,Colorectal_cancer,Complement_and_coagulation_cascades,Cortisol_synthesis_and_secretion,Cushing_syndrome,Cytosolic_DNA-sensing_pathway,Dilated_cardiomyopathy_(DCM),Dopaminergic_synapse,EGFR_tyrosine_kinase_inhibitor_resistance,Endocrine_and_other_factor-regulated_calcium_reabsorption,Endocrine_resistance,Endometrial_cancer,Epithelial_cell_signaling_in_Helicobacter_pylori_infection,Epstein-Barr_virus_infection,Estrogen_signaling_pathway,Fat_digestion_and_absorption,Fc_epsilon_RI_signaling_pathway,Fc_gamma_R-mediated_phagocytosis,Fluid_shear_stress_and_atherosclerosis,GABAergic_synapse,Gastric_acid_secretion,Gastric_cancer,Glioma,Glucagon_signaling_pathway,Glutamatergic_synapse,GnRH_signaling_pathway,Graft-versus-host_disease,Hepatitis_B,Hepatitis_C,Hepatocellular_carcinoma,Herpes_simplex_infection,Human_cytomegalovirus_infection,Human_immunodeficiency_virus_1_infection,Human_papillomavirus_infection,Human_T-cell_leukemia_virus_1_infection,Huntington_disease,Hypertrophic_cardiomyopathy_(HCM),IL-17_signaling_pathway,Inflammatory_bowel_disease_(IBD),Inflammatory_mediator_regulation_of_TRP_channels,Influenza_A,Insulin_resistance,Insulin_secretion,Insulin_signaling_pathway,Intestinal_immune_network_for_IgA_production,Kaposi_sarcoma-associated_herpesvirus_infection,Legionellosis,Leishmaniasis,Leukocyte_transendothelial_migration,Long-term_depression,Long-term_potentiation,Longevity_regulating_pathway,Longevity_regulating_pathway_-_multiple_species,Malaria,Maturity_onset_diabetes_of_the_young,Measles,Melanogenesis,Melanoma,MicroRNAs_in_cancer,Mineral_absorption,Morphine_addiction,Natural_killer_cell_mediated_cytotoxicity,Neurotrophin_signaling_pathway,Nicotine_addiction,NOD-like_receptor_signaling_pathway,Non-alcoholic_fatty_liver_disease_(NAFLD),Non-small_cell_lung_cancer,Olfactory_transduction,Osteoclast_differentiation,Ovarian_steroidogenesis,Oxytocin_signaling_pathway,Pancreatic_cancer,Pancreatic_secretion,Parathyroid_hormone_synthesis_secretion_and_action,Parkinson_disease,Pathogenic_Escherichia_coli_infection,Pathways_in_cancer,Pertussis,Phototransduction,Platelet_activation,Platinum_drug_resistance,PPAR_signaling_pathway,Prion_diseases,Progesterone-mediated_oocyte_maturation,Prolactin_signaling_pathway,Prostate_cancer,Protein_digestion_and_absorption,Proteoglycans_in_cancer,Proximal_tubule_bicarbonate_reclamation,Regulation_of_lipolysis_in_adipocytes,Relaxin_signaling_pathway,Renal_cell_carcinoma,Renin_secretion,Renin-angiotensin_system,Retrograde_endocannabinoid_signaling,Rheumatoid_arthritis,RIG-I-like_receptor_signaling_pathway,Salivary_secretion,Salmonella_infection,Serotonergic_synapse,Shigellosis,Small_cell_lung_cancer,Staphylococcus_aureus_infection,Synaptic_vesicle_cycle,Systemic_lupus_erythematosus,T_cell_receptor_signaling_pathway,Taste_transduction,Th1_and_Th2_cell_differentiation,Th17_cell_differentiation,Thermogenesis,Thyroid_cancer,Thyroid_hormone_signaling_pathway,Thyroid_hormone_synthesis,Toll-like_receptor_signaling_pathway,Toxoplasmosis,Transcriptional_misregulation_in_cancer,Tuberculosis,Type_I_diabetes_mellitus,Type_II_diabetes_mellitus,Vascular_smooth_muscle_contraction,Vasopressin-regulated_water_reabsorption,Vibrio_cholerae_infection,Viral_carcinogenesis,Viral_myocarditis,Vitamin_digestion_and_absorption,dose,time,780,7849,6193,23,9552,387,10921,10285,533,6194,23326,351,1213,9761,1465,808,5792,3337,7494,2896,3098,11014,6500,823,813,1509,4144,3925,1891,8826,3303,3329,1153,5720,5048,10525,5708,2058,5710,5223,6772,2288,3895,10972,226,10099,2778,3091,16,6184,10606,10904,3033,2771,9491,10398,4313,6599,9375,8396,5829,9276,5211,10857,3693,5355,4780,4154,4836,8553,54386,25793,5654,4043,8804,5111,5641,3611,481,6856,7296,23386,7153,10494,10969,23365,6342,10730,79073,7165,10491,10131,3482,26227,26020,6659,847,6009,9261,9805,3725,6464,8878,5547,7874,4792,10146,9868,6117,7538,1845,10765,4172,25932,22883,3398,1635,2195,8243,11188,11137,23463,8607,8720,3638,10670,8870,9246,10051,9097,1958,4860,1786,896,8508,4605,2037,1994,9703,7157,6118,10797,5721,1616,60528,9918,9813,11325,3930,9467,9690,949,51097,6603,10276,3066,3315,3988,664,994,23300,10953,9019,3597,84722,7319,80347,10489,23077,10180,5236,4651,6251,1956,9897,2131,23013,5782,11344,7082,4232,230,5927,26064,329,1514,54623,332,5899,23647,392,8895,25,66008,5831,23636,5108,642,9961,55746,8985,5525,9688,10123,22889,1398,10523,5347,10221,1019,6812,6944,3028,1026,1277,26054,64746,1445,1454,1861,9697,79921,10007,5997,55324,10915,7398,9817,7994,25874,4609,10237,5359,1666,2065,11098,11044,8727,8518,10450,3300,6616,9275,2582,3156,5580,9217,4638,6284,8204,27336,102,55837,5054,10513,11073,5440,3383,4893,9926,5699,6390,5921,2958,4864,2961,8731,29890,9943,8446,9133,8349,5770,26136,2673,3978,11142,8974,10682,5257,8503,7485,2817,23224,836,30836,7750,5019,23530,7867,3628,22908,5566,65123,10617,2548,6894,291,2542,5106,3251,2184,10775,991,9267,54541,9053,4817,4927,7466,976,2956,9917,5300,2109,2356,2274,1429,11065,5993,9915,5836,57804,10434,11319,5796,8914,6793,7158,6988,8050,9903,22796,10059,2185,9924,79080,7159,4891,9517,3800,5925,6908,8520,10298,7077,23378,6275,11041,10058,5373,9650,5985,983,8869,5601,7088,5050,3566,10641,1001,10589,1676,9695,9653,9710,4850,9988,1633,6990,25805,10559,8440,9270,5529,10153,10245,7358,22823,2146,26292,11072,8835,6195,348,3280,8624,6304,1643,890,256364,11230,6697,22905,9801,9702,27095,24149,6810,9670,5092,4331,178,4016,4783,1459,5867,5423,3480,2263,10150,9797,10206,3162,4925,596,5982,8324,5261,1647,3909,6499,701,10165,23635,10270,10954,22841,23011,57149,5909,6919,4794,6182,22926,1052,10681,1846,1050,10810,5613,8884,4216,6790,902,7016,8318,2309,55556,3454,1017,79071,5366,5289,1385,5290,2946,8061,8321,23659,6622,4312,5287,960,1802,5480,672,10610,9641,2264,9016,10668,11007,65057,7020,6461,9738,3775,993,9851,4690,6804,5743,5607,9854,9712,355,5498,10329,10845,9183,9833,899,5883,10732,10782,3385,1662,79090,8851,22809,6777,9134,11157,10320,1062,3815,3682,3553,4998,10046,6443,5891,958,8800,1212,965,5357,5110,5971,2769,8821,874,1111,4088,1605,5255,4303,9488,5154,843,2690,727,695,10557,51375,4846,57147,211,9143,670,11232,9221,4776,8900,5427,9093,22887,6050,5889,2042,5583,2523,154,2553,1950,9928,2115,1452,9448,2745,5777,10898,9170,1677,23443,10013,2736,1029,1870,1021,207,840,10318,7015,5788,7048,4775,5880,9533,4791,6850,8573,8202,5715,5627,22794,4582,7982,4931,4208,11261,8091,835,51599,10892,9519,1500,57019,581,5468,6709,1981,10493,23499,142,2222,3312,9124,1983,595,54499,5018,998,1831,5747,128,7905,1848,3122,51382,54205,831,3964,8678,501,6774,10049,50813,5696,7511,5900,11151,51031,1738,7866,7105,1027,9128,1534,4125,79143,2353,84617,873,10227,10174,9126,2810,2063,7106,4616,11168,3551,572,6813,10057,11004,2887,9181,9212,8569,6119,5873,50810,2954,23212,8726,2770,58497,2048,2625,39,5058,1070,868,2624,7043,2920,85236,310,6696,22827,8837,5588,5603,2534,116832,5321,8444,4200,47,11200,2852,10362,4067,2886,51635,7168,3308,10962,1022,8480,652,622,637,644,23658,10190,9112,7852,1282,26001,147179,23061,9289,90861,57178,23244,3486,23039,1399,25839,94239,23014,27032,27346,23512,200081,7027,9686,89910,26128,200734,23522,23131,84890,23200,26036,23029,84159,1123,93487,54505,23338,25976,55818,5096,9842,23210,30849,23271,23325,6509,10973,91137,23076,8312,23142,8550,25966,23335,6832,23097,57215,9847,5438,5986,22934,11011,7074,3206,91949,148022,55958,23161,6714,81544,5331,6909,323,23149,388650,427,6597,6657,3202,375346,27109,93594,4793,2017,10038,8574,30,25803,5898,2113,891,7690,9637,50814,1759,29978,23139,23321,3508,2908,23368,6347,2064,23223,9455,7416,9709,2597,3108,3416,51335,55748,56889,55256,11031,23585,51495,10652,58533,28969,51465,51466,25825,4282,55011,51719,55699,1829,23588,9531,10695,51056,10273,51070,58478,51170,58472,51116,79902,51024,51203,51021,51569,64943,26993,56654,55608,51071,54881,55148,23670,57761,55893,56997,51015,80212,51026,51282,7376,25987,64429,55111,51422,26520,27244,51053,79174,53343,55038,29937,64781,29103,50865,1788,54442,30001,51293,79947,29082,63874,79600,55127,55847,6839,51160,54512,64428,79643,29763,10112,29911,54957,10451,54733,56940,10644,55012,27242,79850,4851,55129,11284,1906,60493,79006,8270,5827,51005,79170,79187,29928,80204,64080,79094,4482,55008,51001,23536,55033,56924,5716,26511,55604,80746,54807,80758,54438,6676,57192,51385,11182,63933,54850,29916,55179,29083,7099,79961,55825,51742,10818,81533,665,10776,64422,10813,80349,1978,83743,57406,23410,8996,55620,23597,124583,54915,3157,85377,55793,466,54681,11000,6915,6253,7264,5467,2767,23038,57048,79716
REP.A002_A375_24H_X1_B22:A13,1,-36.70234682,15.50137394,-9.362230532,-34.34536187,-12.13392392,-9.88373294,-0.5464436,39.07560907,0.482930603,10.20086835,-18.35716961,-22.50043747,2.792020223,4.140931805,-3.997839338,-113.747612,-5.31227832692e-312,92.23975987,20.71596027,8.653902448,-31.45700246,9.533317635,13.47010185,8.028932498,9.687504421,-8.497187263,-19.78571314,-66.51508263,-4.09407521,-1.797581999,5.662135088,0.170586454,-3.974931279,10.56600882,4.64228464,-15.87034054,-24.64838753,-75.37275542,20.5921007,2.02E-09,29.15484233,19.34495638,58.13832241,36.0481436,11.51498698,-71.58982224,20.35783936,23.15257307,4.971503141,2.95842762,-0.575020517,13.20585339,10.66206981,-10.20183214,-0.408348005,3.738603884,22.22597679,7.964924033,15.65384092,6.149196314,26.37357598,17.88627098,24.54759327,3.35517505,-24.76866799,5.764987289,-9.945153094,-5.583394431,21.37649818,12.08158385,-0.262570195,-20.3689186,4.76549829,6.729850745,-14.26023143,-45.64715844,10.53749638,-2.970977395,-10.80686442,1.821777947,9.185646631,-28.95824284,13.83398316,1.191678708,3.836873717,-4.61689999,3.672233022,-2.322993149,-2.101487098,5.573440628,24.70728573,-3.533041892,-51.86980394,0.124695865,-5.306446214,7.422222073,11.48414581,40.59285127,163.1927766,12.22372468,0.977382494,15.32989106,1.321292956,-8.652764594,4.016639363,18.49169665,-18.46825939,4.259955465,25.46975131,3.40932668,25.23849403,-9.338900705,3.979190075,36.97030889,-1.099405076,-0.51440723,19.88214824,19.01152734,8.933095551,-17.17790732,-74.72808125,8.948004688,2.00039206,-22.35564953,11.81501303,0,13.2755801,5.96513547,21.91876226,15.8983442,37.13076588,-16.84056828,113.4641861,-41.38204946,37.73858848,-23.90275364,-0.69474654,-23.96309032,3.000831817,6.812598643,7.085198911,-24.95305776,25.65341123,1.459195212,18.7369931,-8.580014141,0.651903331,7.527335789,14.80902524,-12.78908284,8.286311068,-20.10317226,8.113638285,-3.770184127,-26.50242427,1.347727739,92.23975987,16.0478898,-11.92139716,30.34562662,-25.68169506,0.00E+00,27.57652626,-0.332961864,10,24,6.5451,4.1427,9.5965,9.9324,9.3069,8.2228,13.661,9.7843,6.0495,14.474,12.2896,13.4318,11.0191,11.7489,10.4172,6.856,9.1014,10.4054,8.3643,9.345,5.9809,7.4074,7.4169,3.7411,10.3424,9.5102,11.7856,10.4667,10.4989,8.593,9.0255,10.388,8.3112,11.079,8.6421,10.7559,10.2778,10.9516,10.6981,12.1002,8.3532,12.6551,10.83,10.2708,6.7921,9.3898,13.15,13.0221,11.2838,11.9123,8.9699,9.5795,9.1644,6.6131,8.3,5.6338,8.1169,11.4381,10.0599,6.915,6.2245,12.2234,5.7594,11.6982,9.5542,8.2795,8.444,10.5129,6.7715,4.7829,12.3845,7.578,7.4349,8.4934,10.8911,13.9617,7.1997,7.608,12.3202,11.8008,11.6753,9.2418,13.5143,9.9629,11.1188,5.5143,7.8662,8.9994,9.8282,7.2592,9.2008,10.2582,8.8398,12.1387,9.2611,5.3521,10.8754,12.0419,9.9252,9.2843,8.6203,8.2743,11.5468,8.4934,11.8811,6.434,11.6072,10.5901,11.074,11.203,7.5335,7.2657,9.0164,13.3166,8.3112,3.7119,10.7639,9.3745,10.328,8.9308,11.2173,10.1969,10.2394,7.3982,8.7427,10.5747,10.1129,10.985,11.0098,7.8662,5.2137,10.1016,13.0635,8.2435,8.8917,6.8636,11.3805,7.4169,5.7461,9.7381,10.5273,12.2513,11.2409,7.6865,11.4734,8.7329,8.8189,8.4214,10.1597,7.8021,9.5168,6.6444,11.5949,8.7484,9.1095,10.6596,11.1731,9.6586,11.8376,12.3488,7.3182,9.3287,8.8089,7.0223,9.2151,10.7247,7.1311,10.4296,8.4468,8.3601,10.2248,7.38,7.0037,6.717,9.4615,10.1439,8.5404,11.3883,9.0405,7.7667,10.2069,8.8484,8.7863,10.3366,9.2234,11.4985,6.2698,9.9712,8.5956,9.3069,10.2841,12.546,9.532,5.0508,7.9418,8.7278,7.3863,10.8204,10.0281,9.7068,11.4258,9.1837,8.1797,7.1953,9.8226,7.5992,9.5266,4.487,7.6523,12.4873,6.7321,6.7077,10.1399,9.1095,4.3717,8.9846,8.2037,7.7357,9.2843,8.2517,7.3386,12.0759,10.0031,8.0986,8.3905,11.0459,8.3023,8.9043,8.468,9.8847,6.9656,10.3137,7.6838,9.076,9.8777,9.9101,8.0175,8.8735,9.7123,10.8204,6.5384,4.6383,6.2698,9.7924,10.0815,8.3724,7.0529,8.4214,13.1129,7.9822,11.9612,10.2341,8.01,3.3786,7.1871,10.7186,11.686,5.9809,9.0405,10.5974,8.579,12.5106,8.3805,12.197,7.1034,10.4348,9.5707,7.6252,9.4564,8.5085,12.7295,7.4636,9.2611,11.4027,7.2809,7.761,10.1238,5.9077,7.0864,7.8056,4.793,6.2873,6.0229,5.7939,8.5682,11.4869,9.8715,9.0405,8.9235,5.8471,8.2377,10.9598,9.9425,7.8992,9.9814,5.8265,6.2965,11.0459,7.9179,7.5529,9.8153,6.3609,10.1597,13.2254,5.375,10.8011,13.2744,10.1725,11.7721,5.707,7.4764,10.9118,8.8993,10.5076,11.6174,8.3476,8.6669,10.5427,12.1654,9.5901,10.1129,11.3132,8.2689,9.892,8.5255,9.9564,9.9017,6.102,8.5375,11.2941,10.3971,4.5952,7.6706,11.7372,6.6444,5.9178,9.2305,10.0747,6.8983,4.2354,6.0041,9.4436,6.7601,8.9139,6.6244,8.2228,6.7848,13.1859,9.4099,8.0893,7.9065,9.6778,10.5637,11.6308,6.594,9.9965,9.1727,7.7902,6.0832,8.2614,6.4628,11.8577,7.9275,10.6732,6.4248,4.8169,7.0815,7.6582,10.3644,11.0619,9.617,9.6586,6.165,10.1827,9.1186,11.2268,11.4593,9.7197,10.0967,8.584,10.7706,7.6976,5.3969,9.4905,8.4656,6.7657,11.3258,5.731,8.4934,10.3819,7.7902,10.8842,6.0398,7.4939,10.7086,8.886,10.778,6.519,8.1169,9.154,10.2162,8.045,6.8525,4.5658,8.2926,6.8069,7.0367,8.3372,8.9699,5.5602,9.5401,8.455,7.9937,5.9077,8.8335,6.3746,7.3493,8.0816,7.3655,9.683,9.0057,8.7615,10.4575,10.5476,6.0694,9.1354,3.6764,7.5889,7.2462,6.306,6.0358,8.455,5.4284,11.7244,8.3905,6.5092,6.5256,11.4508,3.2633,5.3112,5.3243,8.41,6.4074,6.9593,9.4212,7.2141,8.684,5.8265,4.9397,7.7256,10.0544,9.1644,6.4403,9.5663,3.9649,8.9361,4.1427,11.15,7.0529,7.4636,9.4905,6.4817,5.5926,12.4208,7.7101,7.235,6.7443,5.6637,5.3969,5.6898,7.1355,9.2937,8.6421,6.3908,7.6976,9.4009,8.5636,5.6465,9.6325,7.8424,10.482,8.3112,3.9218,8.6995,5.3521,7.7439,4.2979,9.4331,10.6836,10.299,9.9878,10.6732,8.2517,5.2437,6.1582,12.1195,5.271,9.1354,7.4636,6.9269,9.3566,5.0326,3.5528,8.065,3.8679,7.2256,3.9889,10.4418,5.8106,8.5193,4.2979,6.9981,6.1392,7.641,5.2957,5.9573,11.4176,8.6546,10.7319,5.0111,4.8946,9.2234,5.5444,10.1827,8.0732,4.9242,6.3659,8.0893,9.3566,10.1912,5.6898,5.864,5.5143,3.7808,10.6266,8.6026,4.0238,6.7538,11.583,4.7187,7.5155,7.933,9.8505,4.7187,5.6898,8.7709,12.9724,11.0003,9.5458,6.9433,10.0863,4.976,6.2873,5.4397,8.165,4.4436,5.0798,8.165,7.9747,6.5571,10.49,5.2137,9.0634,6.3189,6.0832,7.0367,7.6252,4.864,6.102,4.0607,6.1142,8.0072,7.8213,4.6383,6.8368,6.3516,4.3491,6.1392,4.8341,7.6976,5.1589,6.5727,5.864,9.0676,8.3684,5.4573,10.4739,4.1863,5.5143,10.6037,5.6219,8.9139,8.6112,6.1392,6.3383,6.3189,8.9527,5.1404,11.1318,8.9785,8.7081,7.2899,6.4932,11.1592,10.5812,10.2932,10.9941,9.7642,8.9473,10.0696,4.1427,12.8659,11.2664,11.8577,5.1074,11.6517,9.6928,7.8554,4.5952,11.7628,10.3547,9.9528,10.8533,8.4326,10.5337,7.5424,3.4567,10.7453,11.2497,7.9997,8.856,8.6306,7.2077,10.5542,11.9766,10.9169,8.3338,11.9431,10.1506,8.045,7.0734,9.7576,6.5571,11.5347,6.4932,9.3821,5.9573,10.2501,4.0831,8.1296,11.2664,7.1592,12.0274,6.9764,7.4525,4.7497,10.5187,5.7375,4.976,10.932,8.7615,9.8068,8.6586,7.968,8.7206,8.1062,7.4349,8.6936,5.0798,6.1771,4.976,4.2132,8.0529,6.013,10.0107,6.2554,5.1404,5.0508,3.0772,7.8833,9.7999,4.5302,10.651,4.3961,8.2108,5.1733,5.8852,5.6465,7.8148,7.068,10.2656,12.6828,5.8948,4.487,12.0568,7.8833,11.6383,9.6445,10.9251,11.5588,10.6407,11.666,10.3501,5.2599,6.5727,7.3038,10.3644,13.3815,8.2862,9.1954,4.6647,11.5221,8.3229,9.4787,7.235,10.7897,7.7357,11.5724,9.777,6.6757,9.2088,8.5498,7.7764,7.3704,10.4172,8.6699,9.5519,10.8475,11.8121,9.4279,7.9513,8.1421,8.192,9.8578,6.1929,7.5278,7.4855,9.2731,9.7268,10.741,6.8735,6.3383,9.3898,8.3905,5.779,11.3514,9.8379,11.1122,8.9931,10.9033,8.0258,10.4496,10.0356,5.937,7.7534,11.1859,9.1837,6.0041,7.1792,8.1506,3.5528,6.594,7.9222,7.641,7.3038,12.0052,7.3594,8.5032,11.9306,9.3352,7.5889,8.1421,12.7736,6.8441,10.839,8.7999,4.2979,6.8843,8.1547,8.2334,5.7183,4.4436,9.449,8.5498,9.4686,6.4712,8.8735,4.852,7.1213,9.3148,5.1074,7.5155,9.2507,11.7087,5.8471,6.8069,9.7333,7.2899,11.8955,7.2751,5.5926,7.4349,8.6203,7.7821,6.9705,10.8659,4.6795,6.4138,5.5926,5.1923,8.3476,9.8669,6.1929,12.5771,8.1296,11.3633,6.6444,5.0111,6.907,9.7497,10.3195,9.0868,7.1161,9.2611,7.9604,10.6134,8.8598,10.3758,8.1975,6.2336,8.7772,14.2965,7.1435,7.8833,12.9277,7.9065,11.8291,7.5052,6.6667,10.9369,12.4537,6.7795,11.1961,11.1397,5.2352,7.5685,9.1447,9.3566,10.6334,11.0996,9.6248,8.9605,6.8843,8.5579,9.3192,11.3386,6.6962,10.808,9.7685,8.5733,9.0405,3.8099,6.6962,5.2827,11.0304,8.7367,7.5487,4.7187,8.4833,10.0203,5.3521,12.6171,5.7939,12.8225,7.1129,11.5098,9.0868,10.9686,7.0924,8.4391,9.0868,7.7179,6.2146,6.8983,10.3042,6.3908,8.4007,3.8679,6.2146,11.9889,10.1327,8.5166,4.9066,6.0583,14.1338,9.8379,7.3264,9.9168,5.4185,6.9433,5.5444,7.9591,6.8262,9.6018,9.6445,10.244,7.7146,6.6849,5.1826,6.9861,6.7321,8.6026,7.6164,5.472,7.6706,5.875,4.7642,9.6694,7.3927,5.9573,4.8791,7.2592,5.6637,6.6165,11.0887,7.3493,5.5926,4.4436,7.8374,7.0223,6.2433,9.4166,5.9573,9.0566,5.472,4.976,6.9433,6.594,7.8481,7.5278,6.9916,6.1929,8.4214,10.9757,7.3264,5.9288,8.0613,9.6098,5.4873,7.9822,10.6208,8.045,9.4996,9.1249,9.6986,8.6773,7.1592,7.8374,3.6299,8.8248,4.5488,10.6896,8.41,6.7235,10.0403,6.9228,7.5685,8.1797,4.2979,8.2164,6.8262,8.795,6.4498,5.7701,7.0105,8.7132,7.1722,7.1592
